,S1D0,S1D1,S1D3,S1D7,S1D14,S1D28,S2D0,S2D1,S2D2,S2D3,S2D14,S2D28,S3D0,S3D1,S3D2,S3D3,S3D7,S3D14,S3D28,S4D0,S4D1,S4D2,S4D3,S4D7,S4D14,S4D28,S5D0,S5D1,S5D2,S5D3,S5D7,S5D14,S5D28,S6D0,S6D1,S6D2,S6D3,S6D7,S6D14,S6D28,S7D0,S7D1,S7D2,S7D3,S7D7,S7D14,S7D28,S8D0,S8D1,S8D2,S8D3,S8D7,S8D14,S9D0,S9D1,S9D2,S9D3,S9D7,S9D14,S9D28,S10D0,S10D1,S10D2,S10D3,S10D28,S11D0,S11D1,S11D2,S11D3,S11D7,S11D14,S11D28,S12D0,S12D3,S12D7,S13D0,S13D1,S13D2,S13D3,S13D7,S13D14,S13D28,S14D0,S14D1,S14D2,S14D3,S14D7,S14D14,S14D28,S15D0,S15D2,S15D3,S15D7,S15D14,S15D28,S16D0,S16D1,S16D2,S16D3,S16D7,S16D14,S16D28,S17D0,S17D1,S17D2,S17D3,S17D7,S17D14,S17D28,S19D0,S19D1,S19D2,S19D3,S19D7,S19D14,S19D28,S20D0,S20D1,S20D2,S20D3,S20D7,S20D14,S20D28,S21D0,S21D1,S21D2,S21D3,S21D7,S21D14,S21D28,S22D0,S22D1,S22D2,S22D3,S22D7,S22D14,S22D28,S23D0,S23D1,S23D2,S23D3,S23D7,S23D14,S23D28,S24D0,S24D1,S24D2,S24D3,S24D7,S24D14,S24D28,S25D0,S25D1,S25D2,S25D3,S25D7,S25D14,S25D28,S26D0,S26D1,S26D2,S26D3,S26D7,S26D14,S26D28,S27D0,S27D1,S27D2,S27D3,S27D7,S27D14,S27D28,S29D0,S29D1,S29D2,S29D3,S29D7,S29D14,S29D28,S30D0,S30D1,S30D2,S30D3,S30D7,S30D14,S30D28,S31D0,S31D1,S31D2,S31D3,S31D7,S31D14,S31D28,S33D0,S33D1,S33D3,S33D7
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Enteroscipio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008799095936025396,0.0003438821506575584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Gordonibacter,5.894002263296869e-05,7.50155389330647e-05,0.0,5.199194124910639e-05,0.00040739650996989794,9.865716634694437e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.973967943667028e-05,0.0,0.00011109328132521942,7.423353871279043e-05,0.00013405874007127455,0.0,0.00030360439133391624,0.0003161523242295062,9.475180291624994e-05,4.066817816728855e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.139426372929223e-05,0.0,0.00010233561358072312,5.99592277251469e-05,7.822094287524542e-05,8.969048628550927e-05,0.0,7.814636814754035e-05,9.196586227192466e-05,0.0,0.0,0.0,0.0,5.9225165618945285e-05,1.6145307769929363e-05,0.00014303536946830574,3.867155475118722e-05,5.8131085598023545e-05,5.20865887451299e-05,9.275029933051147e-05,6.199051545113598e-05,0.0,0.00022837241832117725,5.9784774810681545e-05,0.00010283716306546157,0.00012540069440634526,0.0001605537319823034,0.00013142267479215747,3.6412296432505254e-05,0.0002421765618496235,0.0,7.326842293790095e-05,0.0,5.976690905468672e-05,0.0,0.0,9.102268119719651e-05,5.280269142861453e-05,3.933229496074637e-05,0.0,0.0,0.0,0.0,0.0,0.0,3.5111743122487316e-05,0.0,0.0,2.7192632609405025e-05,0.0,5.84214523573056e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032391094819004884,3.006456365043932e-05,0.00014999250037498125,0.00017609767551068326,5.646026407272082e-05,0.0,0.0003128886663902817,6.271165182490907e-05,0.0,3.0010653782092644e-05,0.0,0.00010599489457924444,2.198414210549457e-05,6.750086485483095e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012895841896978343,0.0,2.6362038664323373e-05,0.0005929097871289167,0.00019690095026110777,0.0,0.0,0.0,5.9070732983409566e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.4219916844952165e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.245851749873198e-05,9.632224168126095e-05,8.528930131004366e-05,0.0,0.0,0.0,0.0,0.0,0.0,3.3182904167772766e-05,0.0,0.0,0.00012077190500427015,5.576467307960407e-05,0.0,0.0,0.0,0.0,4.014419795906898e-05,5.320139387651956e-05,5.069194504993157e-05,0.0,0.0,0.00014657786491017525,0.0,0.0,0.0,0.0,0.0,0.0,0.00010346611484738747,0.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Paraeggerthella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001803873819026359,0.00026840763224996643,0.0,0.0,0.00013376979006011772,0.0,0.0,0.0,0.0,0.0,0.0,8.060852105348009e-05,0.0,0.0005284495133532094,0.001617238731021445,0.00015953820940115159,5.457366275035668e-05,0.0030897769370221485,0.0015144500506124499,0.0005138952456660163,0.0,5.5259958633973825e-05,3.137525590443097e-05,6.342310345100962e-05,8.059901185611465e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.862829201338252e-05,0.0,0.0,0.00011747660257665349,0.0001382102584531833,0.00013522973144966272,0.0,0.0,0.00023683213338385753,0.0,0.0,0.0,0.0,4.116378245764247e-05,0.0,0.00015713242566249805,0.0001347236817287743,7.523825447249624e-05,0.0,9.010307792114179e-05,0.0003737634658670897,0.0,0.0,0.0,0.0,9.562805901120587e-05,0.00011326212340343969,0.00011158949942810382,0.0,0.00038946453155568435,0.0004290718038528897,0.00037527292576419215,0.0002067397146991937,8.340144451301896e-05,0.0006780919783333468,0.0017056670307978306,8.142725695999479e-05,0.0,9.12529864613751e-05,0.0001254191088554252,0.0,0.0,0.00010223523397927413,0.00013042166956039747,0.0001595221425596214,0.00017739483020780538,0.00023327141561190547,0.00011240375428539314,6.20682928559395e-05,6.758926006657542e-05,0.0,0.00010703964034680843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Senegalimassilia,0.00033006412674462465,0.000610840817026384,0.00031000737314833434,0.0003899395593682979,0.0002602811035918792,0.00018635242532200603,0.0025596135094406525,0.0021507972215211403,8.135637345829673e-05,0.0002803132500569386,0.0003464110922608209,0.0007438606367044964,0.0035635766229373533,0.0011384306980312573,0.002343882466761752,0.0008803486615439794,0.002727957241430388,0.0011559222456705939,0.002491258252991186,0.0007036706401302316,0.0001700184591469931,0.00043853386909254084,0.00033689529925777755,0.00040668178167288554,0.00042689200726811006,0.0006679548653355281,0.0005523405430511793,0.00017885748946296095,0.0005593694380879735,0.0001357060787276198,0.0008202151487428625,0.0003894384297842511,0.00020931578364135586,0.0024205496317008537,0.0034145494530933504,0.0002125634224559393,0.00019676808421674005,0.0032366938875461816,0.002425073417307043,0.0017783491349295623,0.00014169546495792433,0.00013490826238158054,6.257675430019634e-05,0.00013861256971396888,3.0311297020399502e-05,0.0,0.00028509417304296646,0.00013610187225138016,0.0,3.79001169489323e-05,6.782931130639253e-05,0.0,0.0,0.0008661586262247404,0.00041765279131282193,0.00034878651358814127,0.0006042044294435069,0.00020236428944838867,0.0005992416493609811,0.0007292238717286207,0.0016794888264036578,0.00019928258270227183,0.0006798679113772182,0.00030566419261546663,0.0016144569715998288,0.00012168766184459026,0.0001274430375137684,0.0002043364740606198,0.00014554451842957463,0.00011397310234784591,0.000147177142408603,0.00026895109074609024,0.000543581918748808,0.00038642987102903057,0.00028134283279133466,0.00012823510775520673,7.866458992149274e-05,0.0,0.00020279146865108405,0.0,0.0013944647742210538,0.0018468085106382978,0.00035439165873948485,0.0002370042660767894,0.00022855981918378749,0.00023185916702447404,0.0005347884413182989,0.00023076701185565523,0.00024342271815544,0.0014594033285622071,0.001189293103729167,0.0004248489425981873,0.0016212418712733955,0.0015672536185120309,0.0018048161395065189,0.00017794385871257618,0.0,0.0001123546951298561,6.257381755039148e-05,0.0,0.0,0.00014240703490752443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002649872364481111,0.0,0.000388129972915278,0.0,0.0,0.0,0.0,0.0,0.0,0.0007869020949260874,0.0,2.368283941456021e-05,0.0,0.0,0.003054702549346745,0.0003859944073699199,0.00023725834797891037,0.0353934203483345,0.005701566646691208,0.0007342089454831318,0.01709935806396637,0.0004488254323120438,0.0038227202916406473,0.0031740585056189412,0.0007065737206276443,0.0006415559419898364,0.00030543916669929907,0.0003577206689376509,0.0005329642357133766,0.0004198118919791709,0.0006912649250381543,0.001259946949602122,0.0006122666288067012,0.00023244001756213465,0.0006211079921272546,0.0009260715346577904,0.0028403009895773303,0.001696564902536811,0.0022737986301749717,0.0015717762868357,0.0013292091623474335,0.001822166614884666,0.003027463418150364,0.006810800933578079,0.007726046284960359,0.0009304810863597,0.0009470444321679426,0.0009640421295420349,0.001182310547774909,0.0021258429315722527,0.001180988868947432,0.002173468094852877,0.00046192304905441633,0.0004903677758318739,0.0006652565502183406,0.0012513193258109094,0.0002085036112825474,0.000419771224682548,0.00027788957243335443,0.00010585543404799322,7.678591234461517e-05,0.000348420493761614,0.00027592203948193547,0.0002207682735921005,0.0003450625857264861,0.0002230586923184163,0.00036681094563861783,0.0002835949201059936,8.447372867038352e-05,0.00011231586677610265,0.00024889402734622765,0.0003458090601973772,0.0002788056977746236,0.0013024602026049203,0.0026938309487280123,0.004195791383053767,0.001582295747443774,0.0011854380786419621,0.0028760932088982803,0.0018376042487025705,0.00016984035007093333,0.00016200453612701156,0.00019831005345749268,0.00013022952954582452
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Slackia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0678186729148365e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.28650539201399e-05,0.0,0.0,0.0,5.4729744521552574e-05,4.7711061809680574e-05,0.0007908512320960069,0.0,5.0851767098906685e-05,5.428243149104792e-05,0.0003575296802212478,0.0004965339979749202,0.0009480773729637884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.148788110176096e-05,6.745413119079027e-05,6.257675430019634e-05,0.0,4.546694553059925e-05,5.470245770327824e-05,0.0002483078281341966,4.2531835078556296e-05,9.212910358382213e-05,0.0004223155888595313,0.0005426344904511403,0.00023690066247578114,0.00014530776992936428,0.0,0.0,0.0,0.0,1.6863690787365722e-05,0.0,3.601105539400596e-05,0.0,3.9856516540454363e-05,3.427905435515386e-05,6.270034720317263e-05,3.5678607107178535e-05,0.0,3.6412296432505254e-05,0.0,0.0,0.0,6.868266645734807e-05,0.00017930072716406016,0.00020026702269692923,0.0,0.0,0.0,0.0,0.0,0.0,2.3102691463555504e-05,0.0,0.0,3.730438513047209e-05,0.0002721160091992767,0.0002708857116252296,7.728638900815801e-05,4.5321054349008375e-05,8.653762944587071e-05,0.0002044750832505696,0.00025258903763576663,5.70209022335902e-05,0.0,5.404139570911318e-05,0.0,7.417052628108981e-05,0.0007028782419146759,0.0018515725799695035,8.642668856142777e-05,0.00017207799826357656,0.0004776826658514216,0.0008896486759934411,0.0014062694697118037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5312824320561606e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00010438497177590956,0.0,0.0,0.0,0.0,9.671881422733758e-05,0.0001715530699421866,0.00015817223198594024,0.0018693128010870013,0.00010273093057101276,0.0,4.869299875832853e-05,1.693680876649222e-05,0.0008523062901891951,0.0004289268250836407,0.00045668789260079444,0.00010973983218247202,3.132709402044093e-05,2.439004560938529e-05,3.181876034109711e-05,0.0,0.00023341413053236377,0.00025577870405456613,0.0003194434585078441,0.00030992002341617957,0.000225857451682638,0.00020967657388478272,0.002634482077289118,0.001375110499950889,0.00011091700634999862,0.00012574210294685599,0.00011703728473499415,5.038248704750229e-05,8.109277012902761e-05,8.305854797046438e-05,4.7544900215140676e-05,0.0006909513017522525,0.0007979726234007664,0.00014415583245488373,0.00026080379730328876,0.001515969959399885,0.0007253317462826748,0.0009649028761902906,6.340120281139048e-05,8.756567425569177e-05,0.00011940502183406113,6.528622569448223e-05,4.170072225650948e-05,6.458018841269969e-05,5.749439429655609e-05,0.0002687099479679828,0.0006057555307186309,0.000174210246880807,0.0001839480263212903,0.0008328984867338338,0.0014923956832670526,0.0009572935545332032,0.00032605417390099364,0.0002747325788526813,3.37894914681534e-05,3.455872823880081e-05,5.620187714269657e-05,8.866898979419928e-05,5.069194504993157e-05,4.82392667631452e-05,7.135976023120562e-05,4.5805582784429763e-05,0.0,2.3708761572839243e-05,1.9565259924478096e-05,0.0,0.00033968070014186666,0.0003348093746624905,0.00028453181583031555,7.596722556839763e-05
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__uncultured,0.0,0.00011788156118053025,0.00011730008713720758,9.098589718593618e-05,0.0,0.0,0.0,0.0,0.0,0.00013139683596418998,7.105868559196326e-05,0.0,0.0,9.899397374184847e-05,0.00013963555121133841,9.781651794933105e-05,0.0,2.1209582489368696e-05,0.0,0.0,0.0,0.00021416770351031063,0.00011580775911986103,3.0501133625466413e-05,0.00013135138685172617,0.00016698871633388202,0.0002887234656858438,0.00013219901395088418,5.0851767098906685e-05,2.714121574552396e-05,0.0,7.788768595685022e-05,8.618885208761712e-05,0.0014085094839638586,0.0008218068175241623,3.69675517314677e-05,8.198670175697502e-05,0.0013308774208660285,0.002148799230525228,0.0017997750281214847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.352414157244986e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.649872364481111e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.014806606765752e-05,0.0,0.0,0.0,0.0,0.0008221099209323693,0.00014582010945085862,0.00021089630931458699,0.0047762177296496065,0.0005650201181405702,6.67462677711938e-05,4.0577498965273777e-05,3.387361753298444e-05,0.00016877352280974162,0.00036887706957193105,0.0001292512903587154,0.0001435059343924634,0.0,0.0,0.0,0.0,0.0,0.0,0.00016859515865691772,0.00017217779078676642,3.226535024037686e-05,0.0,9.879307789834193e-05,0.00013393933441080086,0.0,0.0,0.0,0.0,0.00022525769480285447,0.00021595222472320738,0.0,0.0016490704401820426,0.001210112329992371,0.00018019479056860467,0.00011301497883142512,0.0015246824304309188,0.0009206133702818565,0.001111100281673668,0.00020831823780885443,0.00014010507880910682,0.0001535207423580786,0.0001414534890047115,0.0,1.6145047103174922e-05,2.8747197148278044e-05,0.00024428177087998436,0.00015357182468923034,0.0,6.689019138956012e-05,3.010476458074098e-05,0.0,1.8588224359868024e-05,9.78162521702981e-05,0.0001595221425596214,0.0,0.0,0.0,5.320139387651956e-05,4.224328754160964e-05,0.0,2.6759910086702108e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__uncultured;g__uncultured,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.814609956131986e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010290664496271973,0.0,1.5735146022155086e-05,7.205519427881758e-05,5.028621235867479e-05,0.00018130573090933066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.423690570825204e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.065007601564215e-05,6.363752068219422e-05,0.0,0.00012568453182511895,0.00015157256536566882,9.760772343295237e-05,0.0,0.0,4.3682619559329736e-05,0.0001234913473729274,8.929288960720058e-05,0.00027729251587499653,0.0004041710451863228,0.0001922755392074904,0.0002687065975866789,0.0002703092337634254,0.0003488459014759504,0.00010697602548406652,0.0,8.768929927480949e-05,0.0,0.0,0.00010454965237240586,0.0,0.0,0.0,0.00013134851138353766,0.00011940502183406113,0.00015233452662045854,0.0,4.036261775793731e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.911745647760162e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria;p__Actinobacteriota;c__MB-A2-108;o__MB-A2-108;f__MB-A2-108;g__MB-A2-108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.998121765540392e-05,4.320120963386975e-05,0.0,0.0
d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteriaceae;g__Rubrobacter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.265884019145287e-05,0.0,0.0,0.0,0.0,0.0,1.6302708695049684e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2400907225402314e-05,0.0,0.0
d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__uncultured;g__uncultured,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.800552769700298e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6719612104999164e-05,0.0,0.0,0.0,0.0,3.6850736093453465e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.706353607658115e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012960362890160926,0.0,0.0
d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;__;__,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5735146022155086e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
